LoanStatus,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,IncomeRange,TotalProsperLoans,OnTimeProsperPayments,BorrowerState
Current,0.212,4.0,4.0,2,Executive,Employed,True,0.0,0.0,1.0,"$100,000+",1.0,9.0,TX
Chargedoff,0.34,1.0,1.0,7,Military Enlisted,Full-time,False,7.0,1333.0,16.0,"$25,000-49,999",1.0,34.0,VA
Completed,0.1369,5.0,7.0,1,Skilled Labor,Employed,False,0.0,0.0,5.0,"$50,000-74,999",1.0,14.0,CA
Completed,0.3199,2.0,6.0,3,Tradesman - Electrician,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,39.0,GA
Current,0.1264,6.0,9.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,30.0,IL
Current,0.2392,3.0,8.0,1,Nurse (RN),Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,14.0,CA
Current,0.1669,5.0,6.0,15,Professional,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,6.0,PA
Completed,0.1839,5.0,5.0,14,Laborer,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,4.0,TN
Current,0.1335,5.0,7.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,23.0,OH
Current,0.1199,6.0,8.0,1,Other,Other,False,0.0,0.0,0.0,"$1-24,999",1.0,7.0,MO
Completed,0.34,1.0,5.0,2,Executive,Full-time,True,0.0,0.0,2.0,"$100,000+",1.0,18.0,VA
Current,0.2899,2.0,1.0,6,Skilled Labor,Employed,False,0.0,0.0,16.0,"$25,000-49,999",1.0,7.0,NY
Current,0.0874,6.0,9.0,6,Professional,Full-time,True,2.0,5854.0,2.0,"$25,000-49,999",2.0,38.0,NV
Completed,0.2246,3.0,4.0,1,Fireman,Employed,True,0.0,0.0,11.0,"$75,000-99,999",2.0,21.0,CA
Completed,0.2999,2.0,6.0,2,Teacher,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,42.0,NC
Current,0.1556,5.0,7.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,NY
Completed,0.34,1.0,5.0,7,Scientist,Full-time,False,1.0,0.0,29.0,"$75,000-99,999",1.0,20.0,MO
Current,0.2059,4.0,9.0,2,Computer Programmer,Employed,True,1.0,898.0,19.0,"$100,000+",1.0,13.0,IL
Current,0.0999,6.0,11.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$50,000-74,999",3.0,29.0,CA
Current,0.0849,6.0,10.0,1,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,3.0,AL
Completed,0.1314,5.0,6.0,20,Computer Programmer,Employed,False,0.0,0.0,0.0,"$100,000+",2.0,27.0,CA
Current,0.1999,4.0,10.0,2,Professional,Full-time,False,0.0,0.0,4.0,"$100,000+",5.0,111.0,MA
Current,0.1089,6.0,10.0,1,Skilled Labor,Employed,False,0.0,0.0,0.0,"$25,000-49,999",3.0,61.0,WA
Current,0.1945,4.0,7.0,2,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,OK
Current,0.2996,2.0,3.0,1,Skilled Labor,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,10.0,NY
Current,0.1814,4.0,6.0,2,Sales - Retail,Full-time,False,0.0,0.0,19.0,"$50,000-74,999",3.0,58.0,CA
Current,0.1199,6.0,6.0,2,Accountant/CPA,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,13.0,CA
Completed,0.1314,5.0,6.0,6,Laborer,Employed,False,0.0,0.0,14.0,"$25,000-49,999",1.0,5.0,WI
Current,0.0774,6.0,10.0,1,Sales - Retail,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,31.0,AR
Completed,0.32,1.0,3.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,35.0,GA
Completed,0.1802,4.0,5.0,18,Clerical,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,50.0,MT
Current,0.1539,5.0,6.0,7,Analyst,Employed,False,0.0,0.0,0.0,"$75,000-99,999",3.0,77.0,MO
Past Due (16-30 days),0.3034,1.0,3.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,17.0,OH
Completed,0.0829,6.0,8.0,7,Professor,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,33.0,FL
Completed,0.2299,3.0,4.0,1,Professional,Self-employed,False,0.0,0.0,0.0,"$75,000-99,999",2.0,55.0,FL
Current,0.1199,6.0,8.0,6,Sales - Commission,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,CT
Current,0.2932,2.0,3.0,13,Postal Service,Employed,True,5.0,850.0,18.0,"$50,000-74,999",1.0,11.0,MD
Defaulted,0.2099,4.0,6.0,1,Principal,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,NJ
Completed,0.34,2.0,6.0,1,Computer Programmer,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,28.0,CA
Current,0.1594,5.0,7.0,2,Police Officer/Correction Officer,Employed,True,2.0,59692.0,13.0,"$100,000+",1.0,4.0,AZ
Current,0.1419,5.0,8.0,1,Professional,Employed,True,0.0,0.0,2.0,"$100,000+",1.0,15.0,TN
Current,0.212,4.0,4.0,2,Analyst,Employed,False,0.0,0.0,0.0,"$100,000+",3.0,59.0,MD
Current,0.0525,7.0,10.0,3,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,30.0,NY
Current,0.0999,6.0,6.0,3,Sales - Retail,Self-employed,False,0.0,0.0,20.0,"$25,000-49,999",1.0,26.0,MO
Completed,0.072,6.0,10.0,6,Other,Part-time,False,0.0,0.0,0.0,"$25,000-49,999",1.0,28.0,GA
Defaulted,0.2973,2.0,2.0,3,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,PA
Completed,0.2299,3.0,1.0,1,Computer Programmer,Self-employed,True,0.0,0.0,0.0,"$100,000+",1.0,34.0,IL
Completed,0.0685,7.0,10.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,14.0,GA
Completed,0.101,6.0,8.0,2,Analyst,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,11.0,VA
Completed,0.0989,6.0,8.0,1,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,14.0,CT
Current,0.1579,5.0,5.0,2,Attorney,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,8.0,MT
Current,0.1349,5.0,7.0,1,Executive,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,25.0,CO
Completed,0.1899,4.0,8.0,3,Construction,Employed,True,0.0,0.0,46.0,"$100,000+",4.0,48.0,MO
Current,0.156,4.0,7.0,6,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,13.0,MO
Current,0.1505,4.0,10.0,1,Civil Service,Full-time,True,1.0,736.0,31.0,"$50,000-74,999",4.0,110.0,MI
Current,0.1119,6.0,8.0,1,Other,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,6.0,PA
Current,0.1485,4.0,8.0,3,Other,Employed,False,0.0,0.0,31.0,"$1-24,999",1.0,35.0,MO
Completed,0.34,1.0,5.0,1,Other,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,19.0,MD
Completed,0.2532,3.0,2.0,1,Police Officer/Correction Officer,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,GA
Current,0.0864,6.0,8.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,10.0,VA
Chargedoff,0.34,1.0,5.0,2,Teacher,Full-time,False,2.0,0.0,7.0,"$75,000-99,999",1.0,26.0,NY
Past Due (91-120 days),0.2392,3.0,7.0,1,Retail Management,Employed,True,1.0,0.0,5.0,"$25,000-49,999",2.0,32.0,IN
Current,0.2686,2.0,2.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",3.0,61.0,OH
Current,0.2999,2.0,1.0,0,Social Worker,Part-time,True,1.0,65.0,0.0,"$25,000-49,999",3.0,47.0,CA
Current,0.2085,3.0,6.0,1,Administrative Assistant,Employed,False,0.0,0.0,1.0,"$25,000-49,999",1.0,11.0,TN
Current,0.1674,4.0,5.0,15,Other,Employed,True,0.0,0.0,0.0,"$1-24,999",3.0,58.0,OK
Current,0.1674,4.0,4.0,1,Professional,Employed,False,0.0,0.0,11.0,"$75,000-99,999",1.0,3.0,HI
Current,0.212,4.0,3.0,3,Other,Not employed,False,0.0,0.0,4.0,Not employed,1.0,6.0,CA
Current,0.174,4.0,4.0,1,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,14.0,CA
Current,0.1419,5.0,7.0,1,Civil Service,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,13.0,MO
Current,0.1089,6.0,10.0,1,Attorney,Employed,True,0.0,0.0,0.0,"$75,000-99,999",4.0,64.0,GA
Completed,0.34,1.0,5.0,3,Food Service Management,Full-time,True,1.0,515.0,42.0,"$25,000-49,999",1.0,11.0,TN
Current,0.2299,3.0,5.0,6,Postal Service,Full-time,False,3.0,5984.0,23.0,"$50,000-74,999",1.0,34.0,CA
Completed,0.1459,5.0,7.0,1,Scientist,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,16.0,TN
Chargedoff,0.3034,1.0,5.0,3,Medical Technician,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,16.0,SC
Current,0.1579,5.0,4.0,1,Professional,Employed,True,0.0,0.0,26.0,"$100,000+",1.0,11.0,MN
Completed,0.0864,6.0,9.0,1,Other,Employed,True,0.0,0.0,0.0,"$100,000+",4.0,39.0,TX
Completed,0.101,6.0,9.0,1,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,37.0,CA
Current,0.1174,5.0,9.0,15,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,FL
Current,0.1695,4.0,4.0,3,Computer Programmer,Employed,True,1.0,0.0,6.0,"$75,000-99,999",1.0,17.0,AZ
Completed,0.0325,7.0,10.0,3,Military Enlisted,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,17.0,NY
Current,0.0505,7.0,11.0,13,Analyst,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,42.0,MD
Current,0.0799,6.0,8.0,2,Engineer - Mechanical,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",3.0,78.0,OH
Current,0.152,5.0,8.0,13,Other,Employed,False,0.0,0.0,1.0,"$1-24,999",3.0,69.0,NY
Chargedoff,0.1799,4.0,7.0,2,Accountant/CPA,Employed,True,1.0,1091.0,88.0,"$50,000-74,999",2.0,45.0,TX
Current,0.182,4.0,4.0,1,Tradesman - Electrician,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,CT
Chargedoff,0.124,5.0,8.0,7,Professional,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",2.0,28.0,IN
Completed,0.0955,6.0,9.0,6,Skilled Labor,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,30.0,AL
Completed,0.2474,3.0,2.0,1,Medical Technician,Full-time,True,1.0,6198.0,16.0,"$25,000-49,999",1.0,5.0,NC
Current,0.2637,3.0,5.0,1,Executive,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,9.0,NY
Completed,0.189,4.0,10.0,1,Other,Full-time,False,2.0,0.0,18.0,"$50,000-74,999",1.0,20.0,CA
Chargedoff,0.251,3.0,4.0,1,Clerical,Employed,False,1.0,51.0,0.0,"$25,000-49,999",1.0,9.0,FL
Current,0.0769,7.0,9.0,1,Professional,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,SC
Current,0.0939,6.0,11.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,12.0,CO
Current,0.2686,2.0,2.0,11,Retail Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,27.0,WI
Completed,0.1264,6.0,8.0,1,Laborer,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,1.0,TN
Current,0.173,5.0,7.0,1,Other,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",2.0,38.0,MD
Chargedoff,0.2647,3.0,3.0,3,Food Service,Employed,False,0.0,0.0,1.0,"$1-24,999",1.0,31.0,MI
Completed,0.2437,3.0,2.0,1,Police Officer/Correction Officer,Employed,True,0.0,0.0,2.0,"$50,000-74,999",1.0,28.0,MI
Current,0.1884,4.0,5.0,1,Civil Service,Employed,True,1.0,75.0,0.0,"$75,000-99,999",1.0,8.0,NC
Current,0.2298,4.0,7.0,1,Professional,Employed,False,1.0,247.0,18.0,"$50,000-74,999",1.0,1.0,MI
Current,0.1174,5.0,7.0,1,Other,Employed,True,1.0,50.0,1.0,"$25,000-49,999",1.0,10.0,FL
Current,0.1229,6.0,8.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,16.0,RI
Current,0.0999,6.0,11.0,3,Professional,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,12.0,CA
Current,0.2572,3.0,2.0,13,Administrative Assistant,Employed,True,0.0,0.0,5.0,"$50,000-74,999",1.0,9.0,NJ
Current,0.1249,5.0,11.0,18,Accountant/CPA,Self-employed,True,0.0,0.0,0.0,"$25,000-49,999",4.0,70.0,WA
Chargedoff,0.2932,2.0,2.0,1,Professional,Employed,True,7.0,0.0,3.0,"$25,000-49,999",1.0,8.0,MI
Completed,0.06,7.0,10.0,7,Attorney,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,4.0,WA
Current,0.1264,6.0,8.0,1,Social Worker,Full-time,False,0.0,0.0,0.0,"$75,000-99,999",1.0,32.0,AL
Current,0.145,5.0,10.0,3,Sales - Commission,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,11.0,PA
Current,0.1556,5.0,5.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,CA
Completed,0.2474,3.0,4.0,1,Analyst,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,17.0,SD
Current,0.1103,6.0,9.0,3,Retail Management,Employed,False,2.0,15205.0,29.0,"$50,000-74,999",2.0,32.0,WA
Current,0.2332,3.0,6.0,8,Administrative Assistant,Employed,False,0.0,0.0,15.0,"$25,000-49,999",3.0,30.0,MI
Current,0.0874,6.0,8.0,6,Truck Driver,Employed,False,0.0,0.0,13.0,"$50,000-74,999",1.0,8.0,PA
Current,0.1485,5.0,10.0,2,Attorney,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,54.0,DC
Completed,0.0629,6.0,9.0,3,Pilot - Private/Commercial,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,12.0,FL
Current,0.1556,5.0,7.0,1,Skilled Labor,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,23.0,AL
Completed,0.0701,6.0,8.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,VA
Current,0.1419,5.0,7.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,21.0,VA
Chargedoff,0.212,4.0,4.0,2,Food Service,Self-employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,NC
Current,0.1149,6.0,7.0,6,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,3.0,CA
Current,0.101,6.0,8.0,2,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,64.0,CA
Past Due (1-15 days),0.2612,2.0,2.0,1,Administrative Assistant,Employed,False,2.0,671.0,0.0,"$25,000-49,999",1.0,14.0,FL
Completed,0.3099,2.0,4.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,10.0,MO
Chargedoff,0.1119,6.0,9.0,1,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",3.0,89.0,WA
Current,0.177,4.0,6.0,1,Clerical,Employed,True,0.0,0.0,6.0,"$25,000-49,999",3.0,26.0,NE
Current,0.1799,4.0,6.0,1,Teacher,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",3.0,66.0,GA
Current,0.0929,6.0,8.0,6,Professional,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,GA
Current,0.2392,3.0,3.0,7,Civil Service,Employed,True,0.0,0.0,13.0,"$75,000-99,999",1.0,10.0,FL
Current,0.1199,6.0,7.0,1,Other,Other,False,0.0,0.0,0.0,"$25,000-49,999",1.0,18.0,CA
Current,0.2299,3.0,4.0,1,Retail Management,Full-time,True,1.0,0.0,6.0,"$25,000-49,999",2.0,65.0,CO
Completed,0.0499,7.0,10.0,1,Professor,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,15.0,IN
Current,0.1229,6.0,7.0,2,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,26.0,WA
Completed,0.2973,2.0,2.0,7,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,23.0,IN
Completed,0.0749,6.0,9.0,3,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,33.0,IL
Current,0.2816,2.0,6.0,16,Administrative Assistant,Employed,False,0.0,0.0,1.0,"$25,000-49,999",1.0,9.0,CA
Current,0.0749,7.0,9.0,1,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,48.0,UT
Past Due (1-15 days),0.2869,2.0,3.0,1,Other,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,6.0,MA
Completed,0.1446,4.0,5.0,1,Accountant/CPA,Full-time,False,1.0,0.0,4.0,"$25,000-49,999",2.0,34.0,WA
Current,0.1365,6.0,9.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,27.0,CT
Current,0.1915,4.0,3.0,1,Skilled Labor,Employed,True,1.0,753.0,0.0,"$25,000-49,999",2.0,47.0,TN
Current,0.1169,6.0,10.0,1,Computer Programmer,Employed,True,0.0,0.0,3.0,"$100,000+",1.0,26.0,CA
FinalPaymentInProgress,0.0989,6.0,8.0,2,Accountant/CPA,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",3.0,23.0,MO
Current,0.2021,4.0,5.0,1,Sales - Commission,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,21.0,GA
Current,0.1774,4.0,5.0,2,Accountant/CPA,Employed,False,0.0,0.0,5.0,"$25,000-49,999",2.0,55.0,OR
Chargedoff,0.3204,2.0,3.0,2,Other,Employed,True,1.0,0.0,9.0,"$25,000-49,999",3.0,9.0,NC
Current,0.2024,4.0,3.0,1,Other,Employed,False,2.0,146.0,2.0,"$50,000-74,999",1.0,8.0,MD
Completed,0.1499,5.0,4.0,2,Retail Management,Employed,False,0.0,0.0,0.0,"$50,000-74,999",3.0,16.0,KY
Chargedoff,0.1695,3.0,5.0,20,Food Service Management,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,LA
Current,0.1775,4.0,11.0,1,Scientist,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,60.0,OR
Current,0.1695,4.0,6.0,18,Police Officer/Correction Officer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,15.0,MD
Current,0.0774,6.0,10.0,1,Professor,Full-time,True,0.0,0.0,0.0,"$100,000+",3.0,72.0,FL
Current,0.1674,4.0,4.0,7,Other,Other,True,3.0,0.0,0.0,"$50,000-74,999",1.0,8.0,SC
Current,0.1171,6.0,8.0,1,Executive,Employed,True,0.0,0.0,5.0,"$100,000+",1.0,11.0,PA
Completed,0.2399,3.0,6.0,1,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,WA
Chargedoff,0.2587,3.0,4.0,1,Other,Employed,True,0.0,0.0,1.0,"$75,000-99,999",1.0,5.0,TX
Current,0.0849,6.0,10.0,7,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,GA
Chargedoff,0.2999,2.0,2.0,3,Other,Full-time,True,2.0,12146.0,2.0,"$25,000-49,999",2.0,52.0,GA
Completed,0.2999,2.0,4.0,1,Other,Employed,False,1.0,181.0,0.0,"$25,000-49,999",2.0,28.0,OR
Current,0.1485,5.0,9.0,1,Computer Programmer,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,IL
Completed,0.212,4.0,4.0,1,Nurse (RN),Full-time,False,0.0,0.0,0.0,"$75,000-99,999",2.0,29.0,NE
Completed,0.34,1.0,3.0,1,Professional,Employed,False,2.0,1392.0,8.0,"$25,000-49,999",1.0,35.0,UT
Completed,0.1774,4.0,5.0,1,Clerical,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,21.0,OH
Current,0.1259,5.0,7.0,2,Retail Management,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",3.0,64.0,VA
Completed,0.2569,2.0,3.0,1,Other,Employed,True,0.0,0.0,5.0,"$100,000+",2.0,44.0,CA
Current,0.2669,2.0,5.0,7,Executive,Self-employed,False,0.0,0.0,6.0,"$25,000-49,999",2.0,34.0,WI
Completed,0.3204,2.0,2.0,2,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,23.0,OH
Current,0.2125,3.0,8.0,1,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,16.0,MT
Completed,0.1459,5.0,6.0,19,Clerical,Employed,False,0.0,0.0,19.0,"$25,000-49,999",1.0,9.0,MO
Current,0.1745,5.0,6.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,34.0,CA
Current,0.1069,6.0,10.0,1,Food Service,Employed,False,2.0,713.0,1.0,"$25,000-49,999",4.0,51.0,WI
Current,0.3025,1.0,1.0,1,Professional,Employed,False,2.0,9160.0,7.0,"$75,000-99,999",1.0,9.0,CA
Current,0.1539,5.0,7.0,13,Computer Programmer,Employed,False,2.0,1704.0,0.0,"$100,000+",1.0,14.0,WA
Completed,0.0528,6.0,8.0,13,Computer Programmer,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,2.0,PA
Defaulted,0.2399,3.0,7.0,1,Skilled Labor,Employed,False,0.0,0.0,1.0,"$50,000-74,999",4.0,47.0,MN
Current,0.2999,2.0,1.0,2,Police Officer/Correction Officer,Employed,True,0.0,0.0,1.0,"$50,000-74,999",1.0,35.0,TX
Current,0.134,5.0,7.0,1,Professional,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,11.0,CA
Current,0.0939,6.0,8.0,1,Other,Self-employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,21.0,NY
Current,0.3034,1.0,4.0,19,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",5.0,61.0,KY
Current,0.2299,3.0,4.0,3,Other,Full-time,True,5.0,1073.0,18.0,"$1-24,999",1.0,35.0,AL
Chargedoff,0.2587,3.0,2.0,2,Other,Retired,True,0.0,0.0,0.0,"$25,000-49,999",2.0,61.0,TX
Current,0.2824,1.0,3.0,20,Sales - Commission,Employed,False,0.0,0.0,9.0,"$100,000+",1.0,7.0,WA
Completed,0.082,6.0,9.0,7,Food Service Management,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,24.0,MO
Current,0.1539,5.0,5.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",4.0,101.0,TX
Completed,0.2999,2.0,3.0,1,Professional,Employed,True,0.0,0.0,0.0,"$75,000-99,999",3.0,83.0,TX
Past Due (91-120 days),0.251,3.0,3.0,1,Religious,Employed,False,2.0,1017.0,0.0,"$25,000-49,999",3.0,52.0,MN
Current,0.3025,1.0,1.0,2,Other,Full-time,True,1.0,3037.0,7.0,"$25,000-49,999",2.0,57.0,GA
Completed,0.1556,5.0,6.0,1,Medical Technician,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",2.0,29.0,CA
Current,0.1879,4.0,4.0,2,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,47.0,SC
Completed,0.1599,4.0,6.0,1,Executive,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,19.0,NC
Current,0.182,4.0,4.0,2,Executive,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,23.0,NC
Current,0.1174,5.0,6.0,2,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",3.0,62.0,MA
Completed,0.1599,4.0,6.0,2,Clerical,Employed,True,0.0,0.0,12.0,"$25,000-49,999",1.0,1.0,OR
Completed,0.34,1.0,4.0,3,Accountant/CPA,Part-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,LA
Past Due (16-30 days),0.3034,1.0,6.0,1,Other,Other,False,0.0,0.0,0.0,"$1-24,999",1.0,12.0,NY
Completed,0.1799,4.0,6.0,1,Professional,Employed,False,0.0,0.0,16.0,"$25,000-49,999",1.0,10.0,PA
Current,0.1229,6.0,9.0,2,Engineer - Mechanical,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,OH
Completed,0.0933,5.0,7.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,9.0,MA
Current,0.1149,6.0,7.0,2,Professional,Employed,True,0.0,0.0,2.0,"$75,000-99,999",1.0,14.0,CA
Completed,0.1264,6.0,9.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,MI
Current,0.17,4.0,7.0,1,Teacher,Employed,False,0.0,0.0,22.0,"$25,000-49,999",5.0,103.0,FL
Past Due (1-15 days),0.1579,5.0,4.0,2,Skilled Labor,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,10.0,MO
Completed,0.2997,2.0,6.0,1,Other,Full-time,False,0.0,0.0,0.0,"$1-24,999",1.0,22.0,UT
Current,0.0505,7.0,11.0,3,Computer Programmer,Self-employed,True,0.0,0.0,0.0,"$100,000+",1.0,35.0,GA
Current,0.2612,2.0,4.0,7,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,10.0,FL
Chargedoff,0.251,3.0,5.0,13,Teacher,Employed,True,3.0,5570.0,1.0,"$75,000-99,999",1.0,19.0,FL
Chargedoff,0.2299,3.0,5.0,1,Clerical,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,6.0,CO
Chargedoff,0.28,2.0,6.0,7,Sales - Retail,Full-time,False,0.0,0.0,13.0,"$25,000-49,999",1.0,21.0,IN
Current,0.0989,6.0,10.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,14.0,AZ
Current,0.2259,3.0,7.0,1,Professional,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,9.0,GA
Current,0.2099,4.0,6.0,2,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,13.0,IL
Current,0.2392,3.0,3.0,1,Accountant/CPA,Employed,False,0.0,0.0,4.0,"$100,000+",2.0,13.0,CA
Current,0.082,6.0,9.0,1,Other,Other,False,0.0,0.0,0.0,"$1-24,999",3.0,36.0,IL
Current,0.0699,7.0,10.0,20,Analyst,Employed,True,0.0,0.0,6.0,"$75,000-99,999",1.0,7.0,GA
Past Due (61-90 days),0.2055,3.0,7.0,1,Other,Other,True,0.0,0.0,0.0,"$25,000-49,999",1.0,10.0,MO
Current,0.0505,7.0,11.0,6,Other,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,14.0,NY
FinalPaymentInProgress,0.1369,5.0,7.0,1,Analyst,Employed,True,1.0,2480.0,0.0,"$100,000+",1.0,8.0,CT
Current,0.2932,2.0,2.0,1,Analyst,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,10.0,OH
